NAME,AREA_CODE,DESCRIPTIO,FILE_NAME,NUMBER,NUMBER0,POLYGON_ID,UNIT_ID,CODE,HECTARES,AREA,TYPE_CODE,DESCRIPT0,TYPE_COD0,DESCRIPT1
Thurrock (B),UTA,Unitary Authority,THURROCK_(B),8,44,101622,38866,E06000034,18431.778,2082.432,AA,CIVIL ADMINISTRATION AREA,,
Tor-faen - Torfaen,UTA,Unitary Authority,TOR-FAEN_-_TORFAEN,13,77,71448,44425,W06000020,12624.005,0.000,AA,CIVIL ADMINISTRATION AREA,,
Torbay (B),UTA,Unitary Authority,TORBAY_(B),7,36,101666,38883,E06000027,11946.705,5657.598,AA,CIVIL ADMINISTRATION AREA,,
Warrington (B),UTA,Unitary Authority,WARRINGTON_(B),8,83,101593,38843,E06000007,18238.376,175.558,AA,CIVIL ADMINISTRATION AREA,,
West Berkshire,UTA,Unitary Authority,WEST_BERKSHIRE,13,185,101685,38899,E06000037,70416.943,0.000,AA,CIVIL ADMINISTRATION AREA,,
West Dunbartonshire,UTA,Unitary Authority,WEST_DUNBARTONSHIRE,7,16,94222,36549,S12000039,18277.728,546.500,AA,CIVIL ADMINISTRATION AREA,,
West Lothian,UTA,Unitary Authority,WEST_LOTHIAN,6,22,81240,30632,S12000040,43158.511,281.880,AA,CIVIL ADMINISTRATION AREA,,
Wiltshire,UTA,Unitary Authority,WILTSHIRE,14,723,59255,43925,E06000054,325533.806,0.000,AA,CIVIL ADMINISTRATION AREA,,
Windsor and Maidenhead (B),UTA,Unitary Authority,WINDSOR_AND_MAIDENHEAD_(B),16,78,101678,38892,E06000040,19842.706,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wokingham (B),UTA,Unitary Authority,WOKINGHAM_(B),16,84,101680,38894,E06000041,17896.545,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wrecsam - Wrexham,UTA,Unitary Authority,WRECSAM_-_WREXHAM,10,160,71830,25831,W06000006,50377.357,0.000,AA,CIVIL ADMINISTRATION AREA,,
York (B),UTA,Unitary Authority,YORK (B),5,108,71590,25595,E06000014,27201.473,7.784,AA,CIVIL ADMINISTRATION AREA,,
Broadland District,DIS,District,NORFOLK_COUNTY,24,1566,47486,6553,E07000144,55324.429,84.347,AA,CIVIL ADMINISTRATION AREA,,
North Norfolk District,DIS,District,NORFOLK_COUNTY,3,975,47877,7024,E07000147,99039.811,2635.204,AA,CIVIL ADMINISTRATION AREA,,
South Hams District,DIS,District,DEVON_COUNTY,5,846,122080,22569,E07000044,90524.770,1876.275,AA,CIVIL ADMINISTRATION AREA,,
Torridge District,DIS,District,DEVON_COUNTY,11,1040,122020,22970,E07000046,99558.890,1024.055,AA,CIVIL ADMINISTRATION AREA,,
Isle of Wight,UTA,Unitary Authority,ISLE_OF_WIGHT,11,149,70735,25469,E06000046,39492.895,1476.452,AA,CIVIL ADMINISTRATION AREA,,
Sir Ynys Mon - Isle of Anglesey,UTA,Unitary Authority,SIR_YNYS_MON_-_ISLE_OF_ANGLESEY,11,112,70527,25482,W06000001,74902.277,3456.461,AA,CIVIL ADMINISTRATION AREA,,
Gwynedd - Gwynedd,UTA,Unitary Authority,GWYNEDD_-_GWYNEDD,9,265,71430,25483,W06000002,262237.896,7430.347,AA,CIVIL ADMINISTRATION AREA,,
Caerdydd - Cardiff,UTA,Unitary Authority,CAERDYDD_-_CARDIFF,7,101,71431,25484,W06000015,14951.129,722.402,AA,CIVIL ADMINISTRATION AREA,,
Sir Ceredigion - Ceredigion,UTA,Unitary Authority,SIR_CEREDIGION_-_CEREDIGION,12,172,119414,25485,W06000008,180586.740,1686.580,AA,CIVIL ADMINISTRATION AREA,,
Sir Fynwy - Monmouthshire,UTA,Unitary Authority,SIR_FYNWY_-_MONMOUTHSHIRE,12,146,125098,25489,W06000021,88605.340,3578.180,AA,CIVIL ADMINISTRATION AREA,,
Sir Benfro - Pembrokeshire,UTA,Unitary Authority,SIR_BENFRO_-_PEMBROKESHIRE,5,291,119409,25490,W06000009,165027.475,3159.438,AA,CIVIL ADMINISTRATION AREA,,
North Somerset,UTA,Unitary Authority,NORTH_SOMERSET,10,151,71495,25504,E06000024,39080.451,1617.542,AA,CIVIL ADMINISTRATION AREA,,
Highland,UTA,Unitary Authority,HIGHLAND,7,1098,80621,29638,S12000017,2647274.607,30994.111,AA,CIVIL ADMINISTRATION AREA,,
Moray,UTA,Unitary Authority,MORAY,5,22,79899,29959,S12000020,225707.332,1950.900,AA,CIVIL ADMINISTRATION AREA,,
Orkney Islands,UTA,Unitary Authority,ORKNEY_ISLANDS,1,407,79906,29961,S12000023,108621.082,7286.421,AA,CIVIL ADMINISTRATION AREA,,
Na h-Eileanan an Iar,UTA,Unitary Authority,NA_H-EILEANAN_AN_IAR,2,2073,125700,30022,S12000013,326856.553,16877.341,AA,CIVIL ADMINISTRATION AREA,,
Argyll and Bute,UTA,Unitary Authority,ARGYLL_AND_BUTE,2,855,127010,30106,S12000035,716377.432,15606.958,AA,CIVIL ADMINISTRATION AREA,,
Aberdeenshire,UTA,Unitary Authority,ABERDEENSHIRE,7,150,122115,30111,S12000034,633826.396,2026.246,AA,CIVIL ADMINISTRATION AREA,,
Fife,UTA,Unitary Authority,FIFE,5,56,122119,30419,S12000015,137392.091,4906.132,AA,CIVIL ADMINISTRATION AREA,,
Aberdeen City,UTA,Unitary Authority,ABERDEEN_CITY,7,34,122136,30421,S12000033,20561.013,1990.958,AA,CIVIL ADMINISTRATION AREA,,
City of Edinburgh,UTA,Unitary Authority,CITY_OF_EDINBURGH,11,42,81242,30505,S12000036,27300.411,965.236,AA,CIVIL ADMINISTRATION AREA,,
East Lothian,UTA,Unitary Authority,EAST_LOTHIAN,7,26,81246,30509,S12000010,70093.778,2175.761,AA,CIVIL ADMINISTRATION AREA,,
Shetland Islands,UTA,Unitary Authority,SHETLAND_ISLANDS,3,1116,125404,30514,S12000027,165661.840,18752.719,AA,CIVIL ADMINISTRATION AREA,,
North Ayrshire,UTA,Unitary Authority,NORTH_AYRSHIRE,2,37,124387,30628,S12000021,90390.066,1848.677,AA,CIVIL ADMINISTRATION AREA,,
Dumfries and Galloway,UTA,Unitary Authority,DUMFRIES_AND_GALLOWAY,9,32,125698,31903,S12000006,667605.172,23843.406,AA,CIVIL ADMINISTRATION AREA,,
City of Portsmouth (B),UTA,Unitary Authority,CITY_OF_PORTSMOUTH_(B),7,36,96952,37254,E06000044,6014.447,1978.644,AA,CIVIL ADMINISTRATION AREA,,
City of Plymouth (B),UTA,Unitary Authority,CITY_OF_PLYMOUTH_(B),13,48,122028,38872,E06000026,8436.268,453.444,AA,CIVIL ADMINISTRATION AREA,,
South Ayrshire,UTA,Unitary Authority,SOUTH_AYRSHIRE,3,28,122877,43391,S12000028,123471.971,1059.702,AA,CIVIL ADMINISTRATION AREA,,
Northumberland,UTA,Unitary Authority,NORTHUMBERLAND,5,476,127016,43674,E06000057,507818.004,5196.337,AA,CIVIL ADMINISTRATION AREA,,
Cornwall,UTA,Unitary Authority,CORNWALL,2,696,122011,43750,E06000052,361335.741,7248.893,AA,CIVIL ADMINISTRATION AREA,,
Isles of Scilly,UTA,Unitary Authority,ISLES_OF_SCILLY,1,59,66920,43972,E06000053,2284.945,651.184,AA,CIVIL ADMINISTRATION AREA,,
